子任务ID	父任务ID	序列	子任务组	禁止进入联机	显示状态	[领取条件]组合	[领取条件]1类型	[领取条件]1参数1	[领取条件]1参数2	[领取条件]1参数3	[领取条件]1参数4	[领取条件]1参数5	[领取条件]2类型	[领取条件]2参数1	[领取条件]2参数2	[领取条件]2参数3	[领取条件]2参数4	[领取条件]2参数5	[领取条件]3类型	[领取条件]3参数1	[领取条件]3参数2	[领取条件]3参数3	[领取条件]3参数4	[领取条件]3参数5	[领取条件]4类型	[领取条件]4参数1	[领取条件]4参数2	[领取条件]4参数3	[领取条件]4参数4	[领取条件]4参数5	[领取条件]5类型	[领取条件]5参数1	[领取条件]5参数2	[领取条件]5参数3	[领取条件]5参数4	[领取条件]5参数5	[领取条件]6类型	[领取条件]6参数1	[领取条件]6参数2	[领取条件]6参数3	[领取条件]6参数4	[领取条件]6参数5	[领取条件]7类型	[领取条件]7参数1	[领取条件]7参数2	[领取条件]7参数3	[领取条件]7参数4	[领取条件]7参数5	[领取条件]8类型	[领取条件]8参数1	[领取条件]8参数2	[领取条件]8参数3	[领取条件]8参数4	[领取条件]8参数5	[领取条件]9类型	[领取条件]9参数1	[领取条件]9参数2	[领取条件]9参数3	[领取条件]9参数4	[领取条件]9参数5	[领取条件]10类型	[领取条件]10参数1	[领取条件]10参数2	[领取条件]10参数3	[领取条件]10参数4	[领取条件]10参数5	[完成条件]组合	[完成条件]1类型	[完成条件]1参数1	[完成条件]1参数2	[完成条件]1复杂参数	[完成条件]1次数	[完成条件]2类型	[完成条件]2参数1	[完成条件]2参数2	[完成条件]2复杂参数	[完成条件]2次数	[完成条件]3类型	[完成条件]3参数1	[完成条件]3参数2	[完成条件]3复杂参数	[完成条件]3次数	[完成条件]4类型	[完成条件]4参数1	[完成条件]4参数2	[完成条件]4复杂参数	[完成条件]4次数	[完成条件]5类型	[完成条件]5参数1	[完成条件]5参数2	[完成条件]5复杂参数	[完成条件]5次数	[完成条件]6类型	[完成条件]6参数1	[完成条件]6参数2	[完成条件]6复杂参数	[完成条件]6次数	[失败条件]组合	[失败条件]1类型	[失败条件]1参数1	[失败条件]1参数2	[失败条件]1复杂参数	[失败条件]1次数	[失败条件]2类型	[失败条件]2参数1	[失败条件]2参数2	[失败条件]2复杂参数	[失败条件]2次数	[失败条件]3类型	[失败条件]3参数1	[失败条件]3参数2	[失败条件]3复杂参数	[失败条件]3次数	[失败条件]4类型	[失败条件]4参数1	[失败条件]4参数2	[失败条件]4复杂参数	[失败条件]4次数	[失败条件]5类型	[失败条件]5参数1	[失败条件]5参数2	[失败条件]5复杂参数	[失败条件]5次数	[失败条件]6类型	[失败条件]6参数1	[失败条件]6参数2	[失败条件]6复杂参数	[失败条件]6次数	[任务指引]类型	[任务指引]自动开启或关闭	[任务指引]参数1	[任务指引]参数2	[任务指引]参数3	[任务指引]参数4	[任务指引]参数5	[任务指引]场景ID	[任务指引]样式	[任务指引]显示层级	场景内指引	完成父任务	失败父任务	是存档点	[任务道具]ID	[任务道具]数量	[执行]1类型	[执行]1参数1	[执行]1参数2	[执行]1参数3	[执行]1参数4	[执行]1参数5	[执行]2类型	[执行]2参数1	[执行]2参数2	[执行]2参数3	[执行]2参数4	[执行]2参数5	[执行]3类型	[执行]3参数1	[执行]3参数2	[执行]3参数3	[执行]3参数4	[执行]3参数5	[执行]4类型	[执行]4参数1	[执行]4参数2	[执行]4参数3	[执行]4参数4	[执行]4参数5	[执行]5类型	[执行]5参数1	[执行]5参数2	[执行]5参数3	[执行]5参数4	[执行]5参数5	[失败执行]1类型	[失败执行]1参数1	[失败执行]1参数2	[失败执行]1参数3	[失败执行]1参数4	[失败执行]1参数5	[失败执行]2类型	[失败执行]2参数1	[失败执行]2参数2	[失败执行]2参数3	[失败执行]2参数4	[失败执行]2参数5	[失败执行]3类型	[失败执行]3参数1	[失败执行]3参数2	[失败执行]3参数3	[失败执行]3参数4	[失败执行]3参数5	[失败执行]4类型	[失败执行]4参数1	[失败执行]4参数2	[失败执行]4参数3	[失败执行]4参数4	[失败执行]4参数5	[失败执行]5类型	[失败执行]5参数1	[失败执行]5参数2	[失败执行]5参数3	[失败执行]5参数4	[失败执行]5参数5	[开始执行]1类型	[开始执行]1参数1	[开始执行]1参数2	[开始执行]1参数3	[开始执行]1参数4	[开始执行]1参数5	[开始执行]2类型	[开始执行]2参数1	[开始执行]2参数2	[开始执行]2参数3	[开始执行]2参数4	[开始执行]2参数5	[开始执行]3类型	[开始执行]3参数1	[开始执行]3参数2	[开始执行]3参数3	[开始执行]3参数4	[开始执行]3参数5	[开始执行]4类型	[开始执行]4参数1	[开始执行]4参数2	[开始执行]4参数3	[开始执行]4参数4	[开始执行]4参数5	[开始执行]5类型	[开始执行]5参数1	[开始执行]5参数2	[开始执行]5参数3	[开始执行]5参数4	[开始执行]5参数5	独占NPC	共享NPC	独占优先级	试用角色列表	加载技能组	独占情境ID	CoopPointID	刷新是否限定单机
7210324	72103	11			1	2	24	1	1				1	7210315	3																																																					135	72103		1																																																																							1			29	100789,100790,100791,100792,100793,100794,100795,100796,100797,100908,100909,100910,100911,100912,100913,100914,100805,100806,100874					29	100798,100799,100800,100801,100802,100803,100804,100805,100806,100868,100869,100870,100871,100872,100873,100874					43	72100	0				48	1	0				14	7210324																																			58	0																																				
7210325	72103	1			1		1	7211311	3																																																											119	3	1																																																																								1																																																																																																				
7210326	72103	19			1	1	3	100796	1				1	7210335	3																																																				2	27	7210326				2	7210336																																																																				1	100805	1	48	1	0										1	100796	1																																														28	7210326					49	1	1				43	72100	1																							
7210327	72103	20			1	1	3	100797	1				1	7210335	3																																																				2	27	7210327				2	7210336																																																																				1	100806	1	48	1	0										1	100797	1																																														28	7210327					49	1	1				43	72100	1																							
7210328	72103	21			1	1	3	100908	1				1	7210335	3																																																				2	27	7210328				2	7210336																																																																				1	100868	1	48	1	0										1	100908	1																																														28	7210328					49	1	1				43	72100	1																							
7210329	72103	22			1	1	3	100909	1				1	7210335	3																																																				2	27	7210329				2	7210336																																																																				1	100869	1	48	1	0										1	100909	1																																														28	7210329					49	1	1				43	72100	1																							
7210330	72103	23			1	1	3	100910	1				1	7210335	3																																																				2	27	7210330				2	7210336																																																																				1	100870	1	48	1	0										1	100910	1																																														28	7210330					49	1	1				43	72100	1																							
7210331	72103	24			1	1	3	100911	1				1	7210335	3																																																				2	27	7210331				2	7210336																																																																				1	100871	1	48	1	0										1	100911	1																																														28	7210331					49	1	1				43	72100	1																							
7210332	72103	25			1	1	3	100912	1				1	7210335	3																																																				2	27	7210332				2	7210336																																																																				1	100872	1	48	1	0										1	100912	1																																														28	7210332					49	1	1				43	72100	1																							
7210333	72103	26			1	1	3	100913	1				1	7210335	3																																																				2	27	7210333				2	7210336																																																																				1	100873	1	48	1	0										1	100913	1																																														28	7210333					49	1	1				43	72100	1																							
7210334	72103	27			1	1	3	100914	1				1	7210335	3																																																				2	27	7210334				2	7210336																																																																				1	100874	1	48	1	0										1	100914	1																																														28	7210334					49	1	1				43	72100	1																							
7210335	72103	2			1		1	7211311	3																																																																																																																																					1																																																																																																				
7210336	72103	3			1		1	7211311	3																																																											4	7210336																																																																									1																																																																																																				
7210401	72104	15			1	1	3	100789	1				1	7210415	3																																																					27	7210401																																																																									1	100798	1	1	100789	1				48	0	1																																																				28	7210401					49	1	1				43	72100	1				48	0	0																	
7210402	72104	16			1	1	3	100790	1				1	7210415	3																																																					27	7210402																																																																									1	100799	1	1	100790	1				48	0	1																																																				28	7210402					49	1	1				43	72100	1				48	0	0																	
7210403	72104	17			1	1	3	100791	1				1	7210415	3																																																					27	7210403																																																																									1	100800	1	1	100791	1				48	0	1																																																				28	7210403					49	1	1				43	72100	1				48	0	0																	
7210404	72104	18			1	1	3	100792	1				1	7210415	3																																																					27	7210404																																																																									1	100801	1	1	100792	1				48	0	1																																																				28	7210404					49	1	1				43	72100	1				48	0	0																	
7210405	72104	19			1	1	3	100793	1				1	7210415	3																																																					27	7210405																																																																									1	100802	1	1	100793	1				48	0	1																																																				28	7210405					49	1	1				43	72100	1				48	0	0																	
7210406	72104	20			1	1	3	100794	1				1	7210415	3																																																					27	7210406																																																																									1	100803	1	1	100794	1				48	0	1																																																				28	7210406					49	1	1				43	72100	1				48	0	0																	
7210407	72104	21			1	1	3	100795	1				1	7210415	3																																																					27	7210407																																																																									1	100804	1	1	100795	1				48	0	1																																																				28	7210407					49	1	1				43	72100	1				48	0	0																	
7210408	72104	31			1	1	3	100872	1				1	7210415	3																																																					27	7210408																																																																									1																																																															28	7210408																																				
7210409	72104	32			1	1	3	100873	1				1	7210415	3																																																					27	7210409																																																																									1																																																															28	7210409																																				
7210410	72104	33			1	1	3	100874	1				1	7210415	3																																																					27	7210410																																																																									1																																																															28	7210410																																				
7210411	72104	34			1		1	7211222	3																																																											4	7210411																																																																									1																																																																																																				
7210412	72104	35			1		1	99902	3																																																											119	2	2																																																																								1																																																																																																				
7210413	72104	36			1		1	99902	3																																																											4	7210413																																																																									1																																																																																																				
7210414	72104	37			1		1	99902	3																																																											27	7210414																																																																									1			48	2	1				48	1	0																																																				28	7210414																																				
7210415	72104	2			1		1	7211222	3																																																											4	7210415																																																																									1																																																																																																				
7210416	72104	8			1	1	1	7210415	3				24	1	1																																																					2	7210416																																																																									1	100808	1	29	100789,100790,100791,100792,100793,100794,100795,100796,100797					29	100908,100909,100910,100911,100912,100913,100914,100798,100799,100800,100801,100802,100803,100804,100805,100806,100868,100869,100870,100871,100872,100873,100874					48	1	0																																														28	7210416																																				
7210417	72104	9			1	1	1	7210415	3				1	7210416	3				24	1	1																																															2	7210417																																																																									1	100809	1	48	1	0				29	100789,100790,100791,100792,100793,100794,100795,100796,100797,100908,100909,100910,100911,100912,100913,100914,100805,100806,100798,100799,100800,100801,100802,100803,100804,100868,100869,100870,100871,100872,100873,100874																																																					28	7210417																																				
7210418	72104	10			1	1	1	7210415	3				1	7210416	3				1	7210417	3				24	1	1																																									2	7210418																																																																									1	100810	1	48	1	0				29	100789,100790,100791,100792,100793,100794,100795,100796,100797,100908,100909,100910,100911,100912,100913,100914,100798,100799,100800,100801,100802,100803,100804,100805,100806,100868,100869,100870,100871,100872,100873,100874																																																					28	7210418																																				
7210419	72104	3			1		1	7210416	3																																																											20			133213190	1																																																																						1			49	3	1				1	100808	1																																																				19	3	133213190,2																																			
7210420	72104	4			1		1	7210417	3																																																											136	7219502	3																																																																								1			49	3	1				1	100809	1																																																				19	3	133220040,2																																			
7210421	72104	5			1		1	7210418	3																																																											20			133212196	1																																																																						1			49	3	1				1	100810	1																																																				19	3	133212196,2																																			
7210422	72104	6			1		1	7210415	3																																																											119	3	3																																																																						1		1			59	72104	1				19	3	133220571,2																																																																																		20317		1100					
7210423	72104	7			1	1	1	7210415	3				24	1	1																																																					2	7210438																																																																																																																																																																													
7210424	72104	14			1	2	24	1	1				1	7211222	3																																																					135	72104		1																																																																							1			14	7210424					48	1	0				48	2	1				43	72100	0				29	100789,100790,100791,100792,100793,100794,100795,100796,100797,100908,100909,100910,100911,100912,100913,100914,100798,100799,100800,100801,100802,100803,100804,100805,100806,100868,100869,100870,100871,100872,100873,100874																																			48	2	0				58	0																														
7210425	72104	1			1		1	7211222	3																																																											119	3	3																																																																								1																																																																																													20317		1100					
7210426	72104	22			1	1	3	100796	1				1	7210415	3																																																					27	7210426																																																																									1	100805	1	1	100796	1				48	0	1																																																				28	7210426					49	1	1				43	72100	1				48	0	0																	
7210427	72104	23			1	1	3	100797	1				1	7210415	3																																																					27	7210427																																																																									1	100806	1	1	100797	1				48	0	1																																																				28	7210427					49	1	1				43	72100	1				48	0	0																	
7210428	72104	24			1	1	3	100908	1				1	7210415	3																																																					27	7210428																																																																									1	100868	1	1	100908	1				48	0	1																																																				28	7210428					49	1	1				43	72100	1				48	0	0																	
7210429	72104	25			1	1	3	100909	1				1	7210415	3																																																					27	7210429																																																																									1	100869	1	1	100909	1				48	0	1																																																				28	7210429					49	1	1				43	72100	1				48	0	0																	
7210430	72104	26			1	1	3	100910	1				1	7210415	3																																																					27	7210430																																																																									1	100870	1	1	100910	1				48	0	1																																																				28	7210430					49	1	1				43	72100	1				48	0	0																	
7210431	72104	27			1	1	3	100911	1				1	7210415	3																																																					27	7210431																																																																									1	100871	1	1	100911	1				48	0	1																																																				28	7210431					49	1	1				43	72100	1				48	0	0																	
7210432	72104	28			1	1	3	100912	1				1	7210415	3																																																					27	7210432																																																																									1	100872	1	1	100912	1				48	0	1																																																				28	7210432					49	1	1				43	72100	1				48	0	0																	
7210433	72104	29			1	1	3	100913	1				1	7210415	3																																																					27	7210433																																																																									1	100873	1	1	100913	1				48	0	1																																																				28	7210433					49	1	1				43	72100	1				48	0	0																	
7210434	72104	30			1	1	3	100914	1				1	7210415	3																																																					27	7210434																																																																									1	100874	1	1	100914	1				48	0	1																																																				28	7210434					49	1	1				43	72100	1				48	0	0																	
7210435	72104	11			1		1	7211222	3																																																											136	7210419	3																																																																								1																																																																																																				
7210436	72104	12			1		1	7210435	3																																																											136	7210420	3																																																																								1																																																																																																				
7210437	72104	13			1		1	7210436	3																																																											136	7210421	3																																																																								1																																																																																																				
7210501	72105	1			1	1	1	7210001	3				1	7210818	3																																																					2	7210501																																																																									1																																																																																																				
7210502	72105	2					1	7210501	3																																																											2	7210502																																																												2	1	20221					3	2	2				1																																																																																																				
7210503	72105	3		1			1	7210502	3																																																											2	7210504																																																												2	1	20221					3	2	2				1			19	3	133220130,2																																																																																															
7210504	72105	5		1			1	7210503	3																																																										2	20			fin_7210504	1	20			fin_7210505	1																																																				1	1	Q3_72008_7	95				3	2	2				1																																																															19	3	133220181,2																																			
7210505	72105	6					1	7210504	3																																																											20			fin_7210505	1																																																									1	1	Q3_72008_7	95				3	2	2				1			19	3	133220181,3				19	3	133220355,2																																																																																									
7210506	72105	7		1			1	7210505	3																																																											2	7210506																																																												2	1	20221					3	2	2				1																																																															60	3	6	0																																		
7210507	72105	11		1			1	7210509	3																																																											20			fin_7210507	1																																																									1	1	Q3_72008_1	0				3	2	2		1		1			19	3	133220500,2																																																										19	3	133220468,2				19	3	133220181,4																													
7210508	72105	4		1	1		1	7210502	3																																																											2	7210503																																																																									1			19	3	133220130,2																																																																																															
7210509	72105	8		1	1		1	7210506	3																																																											136	7210506	3																																																																								1			57	3	113				56	3	116				22	3046	1				22	3146	1				22	3246	1																																																																							
7210510	72105	9		1	1		1	7210506	3																																																											136	7210509	3																																																																								1			22	3031	0				22	3131	0				22	3231	0				57	3	117				56	3	118																																																																							
7210511	72105	10			1		1	99902	3																																																											4	7210511																																																																																																																																																																													
7210601	72106	1			1	2	44	10007	1				53	7210601																																																						2	7210601																														5	100768			1																																							1																																																																																													20222,3168		1100					
7210602	72106	2			1	2	44	10007	1				53	7210601																																																					2	2	7210602				2	7210604																																																																				1																																																																																													20222,3168		1100					
7210603	72106	5					1	7210602	3																																																											20			fin_7210603	1																																																									1	1	Q3_72106_0	80				3	2	2				1																																																																																													20221,3152,3153,3154,3168		1100					
7210604	72106	7					1	7210621	3																																																										2	2	7210614				119	1	1																																																						1	1	Q3_72106_0	80				3	2	2				1																																																																																													20221,3152,3153,3154		1100					
7210605	72106	8					1	7210604	3																																																										2	2	7210614				119	3	1																																																						2	1	3151					3	4	2				1			15	3	133220030																																																										15	3	133220104																												20221,3152,3153,3154		1100					
7210606	72106	9			1		1	7210602	3																																																											2	7210607																																																																									1			49	1	1				19	3	133220032,2				15	3	133220030																																																																												20221,3152,3153,3154		1100					
7210607	72106	10			1		1	7210602	3																																																											2	7210611																																																																									1			49	1	1				19	3	133220414,2																																																																																		20221,3152,3153,3154		1100					
7210608	72106	11			1		1	7210606	3																																																											2	7210608																																																																									1	100849	1	49	2	1				19	3	133220032,3																																																				15	3	133220030																												20221,3152,3153,3154		1100					
7210609	72106	12			1		1	7210611	3																																																											2	7210617																																																																									1	100830	1	49	2	1				15	3	133220030				19	3	133220415,3																																														15	3	133220030																												20221,3152,3153,3154		1100					
7210610	72106	13			1		1	7210607	3																																																											2	7210618																																																																									1	100850	1	49	2	1				15	3	133220030				19	3	133220414,3																																														15	3	133220030																												20221,3152,3153,3154		1100					
7210611	72106	14			1		1	7210602	3																																																										2	2	7210612				2	7210629																																																																				1			49	1	1				19	3	133220415,2																																																																																		20221,3152,3153,3154		1100					
7210612	72106	21				1	1	7210618	3				1	7210619	3																																																					2	7211107																																																												2	1	3151	SELECT_NPC_NONE				3	2	2				1																																																																																													20221,3152,3153,3154		1100					
7210613	72106	22					1	7210612	3																																																											2	7210610																																																												1	1	Q3_72106_1	20				3	2	2				1																																																															15	3	133220030				19	3	133220123,2																						20221,3152,3153,3154		1100					
7210614	72106	23					1	7210613	3																																																											5	100774			1																																																									1	1	Q3_72106_5	45				3	2	2				1			19	3	133220123,1																																																										19	3	133220124,2																												20221,3152,3153,3154		1100					
7210615	72106	24					1	7210614	3																																																											20			fin_7210615	1																																																									1	1	Q3_72106_3	10				3	2	2				1																																																																																													20221,3152,3153,3154		1100					
7210616	72106	26			1		1	7210602	3																																																											27	7210616																																																																									1																																																															28	7210616																																				
7210617	72106	28					1	99902	3																																																											5	100864			1																																																									1	1	Q3_72106_6	20				3	2	2				1			15	3	133220115																																																																																															
7210618	72106	15					1	7210605	3																																																											119	1	3																																																											1	1	Q3_72106_0	80				3	2	2				1																																																																																													20221,3152,3153,3154		1100					
7210619	72106	16			1		1	7210618	3																																																											119	2	3																																																																					1			1			15	3	133220030																																																																																								20221,3152,3153,3154		1100					
7210620	72106	29			1		1	7210603	3																																																											2	7210614																																																																									1			48	3	1																																																																																															
7210621	72106	6			1		1	7210603	3																																																											2	7210625																																																																						1			1																																																																																													20221,3152,3153,3154,3168		1100					
7210622	72106	3					1	7210601	3																																																										2	20			fin_7210622	1	5	100768			1	136	7210632	3																																																	1	1	Q3_72106_4					3	2	2				1																																																																																													3168		1100					
7210623	72106	17	1				1	7210618	3																																																										2	136	7210608	3			119	2	3																																																						1	1	Q3_72106_che	20				3	2	2				1																																																																																													20221,3152,3153,3154		1100					
7210624	72106	18	1				1	7210618	3																																																										2	136	7210610	3			119	2	3																																																						1	1	Q3_72106_shui	20				3	2	2				1																																																																																													20221,3152,3153,3154		1100					
7210625	72106	19	1				1	99902	3																																																										2	119	2	3			136	7210609	3			136	7210619	3																																																	1	1	Q3_72106_jing	20				3	2	2				1																																																																																													20221,3152,3153,3154		1100					
7210626	72106	4					1	7210622	3																																																										2	5	100768			1	136	7210632	3																																																																			1																																																																																													3168		1100					
7210627	72106	25					1	7210615	3																																																											20			fin_7210002	1																																																																						1																																																																																													3152,3153,3154		1100					
7210628	72106	20	1				1	7210618	3																																																										2	119	2	3			136	7210609	3			136	7210619	3																																																	1	1	Q3_72106_jing	20				3	2	2				1																																																																																													20221,3152,3153,3154		1100					
7210629	72106	31			1	2	44	10007	1				53	7210601																																																						4	7210629																																																																									1																																																																																																				
7210630	72106	30					1	7210627	3																																																										6	2	7210001				136	7210007	3			129																																																			1	1	Q3_72008_12	5				3	2	2		1		1			15	3	133220115				15	3	133220002																																																																																									
7210631	72106	27			1		1	7210616	3																																																											4	7210631																																																																									1			15	3	133220030				19	3	133220477,2				15	3	133220115				15	3	133220477																																																																													
7210632	72106	32			1		3	100768	1																																																																																																																																					1																																																																																																				
7210701	72107	1			1		1	7210702	3																																																											20			fin_721353637	1																																																																						1			19	3	133220113,2																																																																																															
7210702	72107	5					1	7210007	3																																																											20			fin_7210201	1																																																																						1																																																																																																				
7210703	72107	7					1	7210704	3																																																											5	101537			1																																																									1	1	Q3_72102_0	110				3	2	2				1																																																																																																				
7210704	72107	6					1	7210702	3																																																											22			7213501,7213502,7213503,7213601,7213602,7213603,7213701,7213702,7213703																																																										1	1	Q3_72102_0	110				3	2	2				1																																																																																																				
7210705	72107	8			1		1	7210702	3																																																											5	101537			1																																																																						1			19	3	133220113,3																																																																																															
7210706	72107	9			1		1	7210707	3																																																										1	119	1	1			119	2	1			119	3	1																																																	1		Q3_72107_0	80				3	2	2				1																																																																																																				
7210707	72107	10					1	7210705	3																																																											2	7210703																																																												2	1	3105					3	2	2				1			15	3	133220131				15	3	133220028																																																																																		3105		1100					
7210708	72107	11					1	7210707	3																																																										1	119	1	1			119	2	1			119	3	1																																																	1	1	Q3_72107_1	95				3	2	2				1																																																															15	3	133220131																																			
7210709	72107	17			1		1	7210707	3																																																											20			fin_7210709	1																																																																						1																																																																																																				
7210710	72107	19			1		1	7210707	3																																																											20			fin_7210710	1																																																																						1																																																																																																				
7210711	72107	21			1		1	7210707	3																																																											20			fin_7210711	1																																																																						1																																																																																																				
7210712	72107	23			1		1	7210707	3																																																											20			fin_7210712	1																																																																						1																																																																																																				
7210713	72107	25			1		1	7210707	3																																																											20			fin_7210713	1																																																																						1																																																																																																				
7210714	72107	12					1	7210708	3																																																											136	7214205	3																																																											1	1	Q3_72008_5	0				3	2	2				1			15	3	133220131																																																										15	3	133220122				19	3	133220028,3																													
7210715	72107	13					1	7210714	3																																																											5	100769			1																																																																						1																																																																																																				
7210716	72107	18			1		1	7210709	3																																																											2	7210705																																																																									1			14	7210709					48	1	1				15	3	133220122																																																																																			
7210717	72107	20			1		1	7210710	3																																																											2	7210706																																																																									1			14	7210709					48	2	1				15	3	133220122																																																																																			
7210718	72107	22			1		1	7210711	3																																																											2	7210707																																																																									1			14	7210709					48	3	1				15	3	133220122																																																																																			
7210719	72107	24			1		1	7210712	3																																																											2	7210708																																																																									1			14	7210709					15	3	133220122																																																																																									
7210720	72107	26			1		1	7210713	3																																																											2	7210709																																																																									1			14	7210709																																																																																																
7210721	72107	14					1	7210715	3																																																											20			fin_7210202	1																																																																						1																																																															19	3	133220002,3																																			
7210722	72107	15					1	7210721	3																																																											20			fin_7210003	1																																																									1	1	Q3_72178_0	37				3	2	2				1			19	3	133220638,3																																																										15	3	133220122																																			
7210723	72107	16					1	7210722	3																																																										6	2	7210002				136	7210008	3			129																																																			1	1	Q3_72008_13	5				3	2	2		1		1			22	3051	0				22	3090	1																																																																																									
7210724	72107	27			1		1	7210707	3																																																											20			fin_7210724	1																																																																						1																																																																																																				
7210725	72107	28			1		1	7210724	3																																																											2	7210710																																																																									1			14	7210709																																																																																																
7210726	72107	29			1		1	7210707	3																																																											20			fin_7210726	1																																																																						1																																																																																																				
7210727	72107	30			1		1	7210726	3																																																											2	7210711																																																																									1			14	7210709																																																																																																
7210728	72107	31			1		1	7210707	3																																																											20			fin_7210728	1																																																																						1																																																																																																				
7210729	72107	32			1		1	7210728	3																																																											2	7210712																																																																									1			14	7210709																																																																																																
7210730	72107	33			1		1	7210707	3																																																											20			fin_7210730	1																																																																						1																																																																																																				
7210731	72107	34			1		1	7210730	3																																																											2	7210713																																																																									1			14	7210709																																																																																																
7210732	72107	2			1		1	7210702	3																																																											20			fin_7210732	1																											136	7210705	3																																									1																																																																																																				
7210733	72107	3			1		1	7210732	3																																																											2	7210701																																																																									1			19	3	133220028,2																																																																																															
7210734	72107	4			1		1	7210704	3																																																											2	7210714																																																																									1	101537	1																																																																																																		
7210801	72108	2					1	7210810	3																																																										2	20			7210802	1																																																									1	1	Q7210801region1	40				3	2	2				1																																																															19	3	133220425,3				19	3	133220427,2																													
7210802	72108	4			1		1	7210810	3																																																											20			7210802	1																																																									1	1	Q7210801region2	20				3	2	2							19	3	133220425,4																																																																																								3161,3160,3159,3188		1100					
7210803	72108	10	2				1	7210814	3																																																											24	7210803			3																																																									1	1	Q3_72108_0	70				3	2	2				1			19	3	133220430,1																																																										46	3	133220423				46	3	133220424				19	3	133220430,2				19	3	133220438,1										3161,3160,3159,3188		1100					
7210804	72108	11	1		1		1	7210814	3																																																											20			fin_7210804	1																																																																									23	7210803	1																																																																																								3161,3160,3159,3188		1100					
7210805	72108	12	1		1		1	7210814	3																																																											20			fin_7210805	1																																																																									23	7210803	1																																																																																								3161,3160,3159,3188		1100					
7210806	72108	13	1		1		1	7210814	3																																																											20			fin_7210806	1																																																																									23	7210803	1				46	3	133220422																																																																																		3161,3160,3159,3188		1100					
7210807	72108	15					1	7210803	3																																																											2	7210809																																																												2	1	3159	SELECT_NPC_NONE				3	2	2				1	100770	1	47	133220423	0				47	133220422	0				47	133220424	0				19	3	133220438,1																																								19	3	133220430,1																												3161,3160,3159,3188		1100					
7210808	72108	17					1	7210815	3																																																											20			7210809	1																																																									1	1	Q3_72008_17	25				3	2	2				1																																																															19	3	133220474,2				19	3	133220033,1																						3161,3160,3159,3188		1100					
7210809	72108	18					1	7210808	3																																																											2	7210811																																																																						1						19	3	133220474,1																																																																																								3161,3160,3159,3188		1100					
7210810	72108	1			1		1	7210008	3																																																											20			fin_7210810	1																																																																						1			15	3	133220033																																																										19	3	133220425,1																																			
7210811	72108	3			1		1	99902	3																																																											2	7210801																																																																																																																																																																													
7210812	72108	5			1		1	7210802	3																																																											20			7210812	1																																																																																																																																																																			3161,3160,3159,3188		1100					
7210813	72108	8					1	7210819	3																																																											20			7210813	1																																																									1	1	Q3_72008_20	20				3	2	2				1																																																															19	3	133220411,2																												3161,3160,3159,3188		1100					
7210814	72108	9					1	7210813	3																																																											2	7210807																																																												2	1	3159					3	2	2				1																																																																																													3161,3160,3159,3188		1100					
7210815	72108	16					1	7210807	3																																																											2	7210821																																																												2	1	3159					3	2	2				1																																																																																													3161,3160,3159,3188		1100					
